size,f,threads,duration,io_alocation
16,2,1,0.000601,0.000639
16,2,1,0.000904,0.000982
16,2,1,0.001373,0.001466
16,2,1,0.001203,0.001272
16,2,1,0.0012,0.001278
16,2,1,0.0012,0.00127
16,2,1,0.001199,0.001264
16,2,1,0.001199,0.001265
16,2,1,0.001215,0.001281
16,2,1,0.001231,0.00129
32,2,1,0.004723,0.004877
32,2,1,0.00468,0.004834
32,2,1,0.003389,0.003541
32,2,1,0.002563,0.002663
32,2,1,0.002338,0.002417
32,2,1,0.002345,0.002427
32,2,1,0.002338,0.002413
32,2,1,0.002324,0.002402
32,2,1,0.002324,0.002402
32,2,1,0.002323,0.002402
64,2,1,0.009179,0.009442
64,2,1,0.009212,0.009478
64,2,1,0.009188,0.009444
64,2,1,0.009205,0.009461
64,2,1,0.009207,0.009468
64,2,1,0.009195,0.00945
64,2,1,0.009184,0.009445
64,2,1,0.009191,0.009448
64,2,1,0.009206,0.009467
64,2,1,0.009191,0.009453
128,2,1,0.036544,0.037531
128,2,1,0.036533,0.037543
128,2,1,0.036546,0.037535
128,2,1,0.036579,0.037555
128,2,1,0.036544,0.037544
128,2,1,0.036542,0.037538
128,2,1,0.036589,0.037578
128,2,1,0.036557,0.03755
128,2,1,0.036531,0.037508
128,2,1,0.036603,0.037595
256,2,1,0.145802,0.149753
256,2,1,0.145888,0.149819
256,2,1,0.145835,0.14976
256,2,1,0.148779,0.152708
256,2,1,0.145893,0.149831
256,2,1,0.145795,0.149722
256,2,1,0.145791,0.149725
256,2,1,0.145867,0.149799
256,2,1,0.145796,0.149717
256,2,1,0.145789,0.149719
512,2,1,0.582157,0.597928
512,2,1,0.582571,0.598291
512,2,1,0.582012,0.59768
512,2,1,0.581982,0.597747
512,2,1,0.582009,0.597706
512,2,1,0.581883,0.597578
512,2,1,0.58201,0.597686
512,2,1,0.582024,0.597739
512,2,1,0.582184,0.597891
512,2,1,0.581985,0.597691
1024,2,1,2.327721,2.390912
1024,2,1,2.325838,2.388826
1024,2,1,2.326631,2.389765
1024,2,1,2.327841,2.392314
1024,2,1,2.329766,2.394254
1024,2,1,2.327047,2.390083
1024,2,1,2.330155,2.394626
1024,2,1,2.326534,2.389591
1024,2,1,2.325683,2.388775
1024,2,1,2.326298,2.389256
2048,2,1,9.298599,9.551635
2048,2,1,9.306516,9.559188
2048,2,1,9.34703,9.599418
2048,2,1,9.305603,9.565253
2048,2,1,9.301833,9.554546
2048,2,1,9.299696,9.557663
2048,2,1,9.305705,9.559215
2048,2,1,9.297052,9.549684
2048,2,1,9.299061,9.551285
2048,2,1,9.299603,9.554658
4096,2,1,37.17429,38.177149
4096,2,1,37.195681,38.200169
4096,2,1,37.173041,38.175769
4096,2,1,37.183125,38.188471
4096,2,1,37.173761,38.175176
4096,2,1,37.185513,38.18753
4096,2,1,37.186804,38.193463
4096,2,1,37.184876,38.187686
4096,2,1,37.180857,38.185736
4096,2,1,37.239768,38.244563
8192,2,1,149.813815,153.836318
8192,2,1,149.03785,153.062302
8192,2,1,148.842576,152.84274
8192,2,1,148.839747,152.842455
8192,2,1,148.703416,152.715484
8192,2,1,148.975075,152.993756
8192,2,1,149.187355,153.204757
8192,2,1,150.297918,154.313777
8192,2,1,150.380399,154.488662
8192,2,1,150.703845,154.941664
16,2,2,0.001341,0.001419
16,2,2,0.000914,0.000995
16,2,2,0.00095,0.001027
16,2,2,0.000922,0.001004
16,2,2,0.000905,0.000988
16,2,2,0.000918,0.001
16,2,2,0.000803,0.00087
16,2,2,0.000771,0.000836
16,2,2,0.000779,0.000845
16,2,2,0.00077,0.000829
32,2,2,0.00255,0.002706
32,2,2,0.002534,0.002695
32,2,2,0.002541,0.002702
32,2,2,0.002513,0.002668
32,2,2,0.00255,0.002702
32,2,2,0.002547,0.00271
32,2,2,0.002543,0.002707
32,2,2,0.002579,0.002746
32,2,2,0.002477,0.002637
32,2,2,0.00192,0.002088
64,2,2,0.005099,0.005452
64,2,2,0.004834,0.005095
64,2,2,0.004731,0.005015
64,2,2,0.004794,0.00506
64,2,2,0.004882,0.005249
64,2,2,0.00473,0.005122
64,2,2,0.00499,0.005297
64,2,2,0.004802,0.005067
64,2,2,0.004792,0.005052
64,2,2,0.004773,0.005038
128,2,2,0.01865,0.019648
128,2,2,0.018481,0.019478
128,2,2,0.018506,0.019572
128,2,2,0.018524,0.019524
128,2,2,0.018532,0.01952
128,2,2,0.018497,0.01949
128,2,2,0.01905,0.020032
128,2,2,0.018625,0.019621
128,2,2,0.018522,0.019512
128,2,2,0.018474,0.019465
256,2,2,0.073643,0.077591
256,2,2,0.073635,0.077567
256,2,2,0.073389,0.077319
256,2,2,0.073681,0.077604
256,2,2,0.073781,0.077723
256,2,2,0.073321,0.077259
256,2,2,0.073292,0.07722
256,2,2,0.073253,0.077197
256,2,2,0.073317,0.077259
256,2,2,0.074135,0.078059
512,2,2,0.292538,0.308312
512,2,2,0.294297,0.310066
512,2,2,0.298607,0.315167
512,2,2,0.295051,0.310981
512,2,2,0.302556,0.319774
512,2,2,0.29252,0.308215
512,2,2,0.293454,0.309235
512,2,2,0.297495,0.313332
512,2,2,0.294554,0.310354
512,2,2,0.298501,0.314941
1024,2,2,1.175519,1.23939
1024,2,2,1.166083,1.22904
1024,2,2,1.164186,1.227359
1024,2,2,1.167297,1.230233
1024,2,2,1.167774,1.230953
1024,2,2,1.166378,1.229617
1024,2,2,1.168218,1.235227
1024,2,2,1.165021,1.228427
1024,2,2,1.164865,1.229256
1024,2,2,1.168841,1.23204
2048,2,2,4.663965,4.922565
2048,2,2,4.65589,4.910409
2048,2,2,4.658659,4.913453
2048,2,2,4.66324,4.916072
2048,2,2,4.661505,4.914811
2048,2,2,4.654683,4.908255
2048,2,2,4.659832,4.911931
2048,2,2,4.656339,4.916211
2048,2,2,4.656861,4.909578
2048,2,2,4.651259,4.90345
4096,2,2,18.66846,19.672024
4096,2,2,18.818962,19.828005
4096,2,2,18.937822,19.997469
4096,2,2,18.85866,19.925984
4096,2,2,18.819427,19.856153
4096,2,2,18.820102,19.85384
4096,2,2,18.760231,19.787389
4096,2,2,18.790434,19.823698
4096,2,2,18.906323,19.933137
4096,2,2,18.821035,19.877443
8192,2,2,74.487101,78.610399
8192,2,2,74.442962,78.462843
8192,2,2,74.423983,78.430197
8192,2,2,74.431834,78.444878
8192,2,2,74.396118,78.426633
8192,2,2,74.450243,78.47261
8192,2,2,74.389948,78.403526
8192,2,2,74.407966,78.410469
8192,2,2,74.374836,78.390577
8192,2,2,74.405336,78.403489
16,2,4,0.00032,0.000359
16,2,4,0.000725,0.000828
16,2,4,0.000619,0.000683
16,2,4,0.000575,0.000644
16,2,4,0.000582,0.000653
16,2,4,0.000585,0.000656
16,2,4,0.000587,0.000654
16,2,4,0.000608,0.000674
16,2,4,0.000579,0.000658
16,2,4,0.000574,0.000652
32,2,4,0.001562,0.001718
32,2,4,0.001617,0.00178
32,2,4,0.001574,0.00173
32,2,4,0.001587,0.001755
32,2,4,0.001621,0.001788
32,2,4,0.001592,0.001759
32,2,4,0.001555,0.001724
32,2,4,0.001384,0.001528
32,2,4,0.001394,0.001532
32,2,4,0.001389,0.001579
64,2,4,0.004899,0.005421
64,2,4,0.003395,0.003728
64,2,4,0.002751,0.003012
64,2,4,0.002805,0.003069
64,2,4,0.00277,0.003026
64,2,4,0.002789,0.003047
64,2,4,0.002775,0.00303
64,2,4,0.003098,0.00355
64,2,4,0.002923,0.003187
64,2,4,0.002783,0.003056
128,2,4,0.010638,0.011632
128,2,4,0.010723,0.011724
128,2,4,0.010639,0.011625
128,2,4,0.010636,0.011624
128,2,4,0.010641,0.011851
128,2,4,0.010624,0.011604
128,2,4,0.010641,0.01163
128,2,4,0.010618,0.011602
128,2,4,0.010626,0.011616
128,2,4,0.010621,0.011617
256,2,4,0.042549,0.046504
256,2,4,0.042093,0.046294
256,2,4,0.042782,0.046732
256,2,4,0.042276,0.04623
256,2,4,0.042905,0.0469
256,2,4,0.042117,0.046311
256,2,4,0.042107,0.046051
256,2,4,0.042062,0.046039
256,2,4,0.042313,0.046241
256,2,4,0.042567,0.046593
512,2,4,0.167971,0.183736
512,2,4,0.167335,0.183078
512,2,4,0.167186,0.183096
512,2,4,0.167244,0.183079
512,2,4,0.167458,0.183815
512,2,4,0.167182,0.183236
512,2,4,0.167138,0.183183
512,2,4,0.167205,0.183033
512,2,4,0.167709,0.184448
512,2,4,0.167451,0.183248
1024,2,4,0.66804,0.731232
1024,2,4,0.668349,0.731998
1024,2,4,0.66929,0.733988
1024,2,4,0.668573,0.731861
1024,2,4,0.66775,0.730892
1024,2,4,0.667877,0.731903
1024,2,4,0.668167,0.73155
1024,2,4,0.669091,0.732462
1024,2,4,0.670165,0.733668
1024,2,4,0.668097,0.731335
2048,2,4,2.668917,2.933492
2048,2,4,2.669718,2.927134
2048,2,4,2.669449,2.922021
2048,2,4,2.671313,2.925418
2048,2,4,2.671669,2.928772
2048,2,4,2.668181,2.920931
2048,2,4,2.66866,2.925777
2048,2,4,2.669266,2.923289
2048,2,4,2.670555,2.926855
2048,2,4,2.667938,2.922266
4096,2,4,10.681393,11.692324
4096,2,4,10.673799,11.680896
4096,2,4,10.696359,11.700437
4096,2,4,10.684057,11.690309
4096,2,4,10.669022,11.678462
4096,2,4,10.674422,11.683903
4096,2,4,10.68329,11.693479
4096,2,4,10.685301,11.693991
4096,2,4,10.679983,11.687144
4096,2,4,10.684487,11.691266
8192,2,4,42.663796,46.674954
8192,2,4,42.639808,46.660506
8192,2,4,42.654114,46.665474
8192,2,4,42.641318,46.648423
8192,2,4,42.666324,46.693382
8192,2,4,42.640416,46.668386
8192,2,4,42.669629,46.667519
8192,2,4,42.636989,46.645274
8192,2,4,42.648699,46.664113
8192,2,4,42.64877,46.661981
16,2,8,0.011717,0.011753
16,2,8,0.004668,0.004735
16,2,8,0.006242,0.006272
16,2,8,0.002442,0.002471
16,2,8,0.000326,0.000361
16,2,8,0.000625,0.000657
16,2,8,0.002448,0.002482
16,2,8,0.003677,0.003709
16,2,8,0.000972,0.001005
16,2,8,0.002418,0.002456
32,2,8,0.002488,0.002566
32,2,8,0.002372,0.002455
32,2,8,0.006303,0.006378
32,2,8,0.00087,0.000952
32,2,8,0.000951,0.001029
32,2,8,0.001345,0.001428
32,2,8,0.002302,0.002383
32,2,8,0.002235,0.002315
32,2,8,0.002243,0.00232
32,2,8,0.002285,0.002362
64,2,8,0.011817,0.012084
64,2,8,0.005266,0.005532
64,2,8,0.003835,0.004097
64,2,8,0.002798,0.003083
64,2,8,0.003469,0.003732
64,2,8,0.002053,0.002318
64,2,8,0.003593,0.003855
64,2,8,0.004768,0.00503
64,2,8,0.005894,0.006161
64,2,8,0.00222,0.002477
128,2,8,0.014587,0.015603
128,2,8,0.006931,0.007939
128,2,8,0.009981,0.010983
128,2,8,0.010458,0.011443
128,2,8,0.011111,0.012106
128,2,8,0.012755,0.013734
128,2,8,0.007232,0.008232
128,2,8,0.00978,0.01079
128,2,8,0.008026,0.009016
128,2,8,0.009757,0.010741
256,2,8,0.039079,0.043055
256,2,8,0.048137,0.056192
256,2,8,0.046645,0.053725
256,2,8,0.028716,0.03355
256,2,8,0.03363,0.037525
256,2,8,0.027822,0.031826
256,2,8,0.036977,0.040907
256,2,8,0.028492,0.032396
256,2,8,0.030255,0.034189
256,2,8,0.035537,0.039471
512,2,8,0.111438,0.12723
512,2,8,0.11002,0.1267
512,2,8,0.11094,0.126692
512,2,8,0.11079,0.12652
512,2,8,0.103976,0.119711
512,2,8,0.110783,0.12651
512,2,8,0.110784,0.126514
512,2,8,0.104002,0.119769
512,2,8,0.121694,0.137447
512,2,8,0.110041,0.125813
1024,2,8,0.410843,0.473942
1024,2,8,0.426399,0.489547
1024,2,8,0.43831,0.501427
1024,2,8,0.411186,0.474933
1024,2,8,0.429232,0.492271
1024,2,8,0.436152,0.499143
1024,2,8,0.435413,0.498494
1024,2,8,0.442376,0.505288
1024,2,8,0.411563,0.474466
1024,2,8,0.421744,0.484944
2048,2,8,1.647744,1.90004
2048,2,8,1.703382,1.95592
2048,2,8,1.703481,1.962686
2048,2,8,1.649708,1.901871
2048,2,8,1.695576,1.948138
2048,2,8,1.714121,1.97066
2048,2,8,1.608832,1.861469
2048,2,8,1.707082,1.95972
2048,2,8,1.700101,1.95289
2048,2,8,1.705095,1.958127
4096,2,8,6.531522,7.539716
4096,2,8,6.54394,7.556327
4096,2,8,6.732744,7.743423
4096,2,8,6.385558,7.393878
4096,2,8,6.892848,7.898441
4096,2,8,6.651664,7.657901
4096,2,8,6.594873,7.605541
4096,2,8,6.853581,7.864052
4096,2,8,6.795778,7.806793
4096,2,8,6.87672,7.881221
8192,2,8,27.105555,31.106627
8192,2,8,26.929383,30.948134
8192,2,8,26.803808,30.819106
8192,2,8,26.068716,30.078905
8192,2,8,26.050154,30.060735
8192,2,8,27.04475,31.069978
8192,2,8,27.074236,31.084543
8192,2,8,25.349198,29.357557
8192,2,8,26.02026,30.029823
8192,2,8,26.00865,30.021773
16,2,16,0.000691,0.000728
16,2,16,0.000947,0.001008
16,2,16,0.000716,0.000754
16,2,16,0.000527,0.000566
16,2,16,0.000659,0.000692
16,2,16,0.000646,0.000687
16,2,16,0.00082,0.000863
16,2,16,0.0009,0.000957
16,2,16,0.001008,0.00107
16,2,16,0.001003,0.001058
32,2,16,0.001553,0.001682
32,2,16,0.001432,0.001565
32,2,16,0.001686,0.00181
32,2,16,0.00148,0.001611
32,2,16,0.001529,0.001658
32,2,16,0.001447,0.001574
32,2,16,0.001533,0.001653
32,2,16,0.001384,0.001509
32,2,16,0.001418,0.001547
32,2,16,0.001842,0.001982
64,2,16,0.003833,0.004258
64,2,16,0.003599,0.004027
64,2,16,0.004024,0.004449
64,2,16,0.003964,0.00448
64,2,16,0.003644,0.004071
64,2,16,0.003161,0.003464
64,2,16,0.002569,0.002835
64,2,16,0.003013,0.003282
64,2,16,0.00266,0.002923
64,2,16,0.003055,0.003321
128,2,16,0.00745,0.008476
128,2,16,0.009154,0.010146
128,2,16,0.007208,0.008197
128,2,16,0.007613,0.0086
128,2,16,0.006939,0.007932
128,2,16,0.007844,0.008842
128,2,16,0.008041,0.009025
128,2,16,0.00817,0.009162
128,2,16,0.008607,0.009599
128,2,16,0.006967,0.007949
256,2,16,0.0277,0.031686
256,2,16,0.028163,0.032145
256,2,16,0.029257,0.033208
256,2,16,0.025755,0.029825
256,2,16,0.029681,0.034132
256,2,16,0.028612,0.032574
256,2,16,0.026717,0.03069
256,2,16,0.031395,0.035294
256,2,16,0.02581,0.029745
256,2,16,0.028558,0.032475
512,2,16,0.108699,0.124455
512,2,16,0.104681,0.1205
512,2,16,0.112601,0.128322
512,2,16,0.10422,0.11998
512,2,16,0.101751,0.117478
512,2,16,0.107777,0.123511
512,2,16,0.102033,0.117762
512,2,16,0.107567,0.123424
512,2,16,0.102251,0.118049
512,2,16,0.10604,0.121767
1024,2,16,0.400358,0.463521
1024,2,16,0.397958,0.461073
1024,2,16,0.412696,0.475761
1024,2,16,0.388676,0.451731
1024,2,16,0.397291,0.460389
1024,2,16,0.410108,0.473364
1024,2,16,0.410387,0.473631
1024,2,16,0.392139,0.455191
1024,2,16,0.400813,0.463916
1024,2,16,0.402742,0.466356
2048,2,16,1.577772,1.830286
2048,2,16,1.615427,1.868087
2048,2,16,1.498534,1.757617
2048,2,16,1.579746,1.833206
2048,2,16,1.565709,1.81809
2048,2,16,1.540364,1.794713
2048,2,16,1.525107,1.777882
2048,2,16,1.579469,1.832453
2048,2,16,1.646462,1.898977
2048,2,16,1.560751,1.813689
4096,2,16,6.16659,7.172807
4096,2,16,6.30519,7.310427
4096,2,16,6.08744,7.101357
4096,2,16,6.1771,7.184153
4096,2,16,6.222026,7.227272
4096,2,16,6.266836,7.273804
4096,2,16,6.337033,7.344049
4096,2,16,6.217538,7.221937
4096,2,16,6.120784,7.125415
4096,2,16,6.10597,7.11016
8192,2,16,25.057183,29.054499
8192,2,16,24.665938,28.666015
8192,2,16,24.487096,28.520347
8192,2,16,24.545824,28.551813
8192,2,16,24.112694,28.123845
8192,2,16,24.596585,28.614374
8192,2,16,24.354383,28.363201
8192,2,16,23.896755,27.909977
8192,2,16,24.253058,28.258792
8192,2,16,24.07075,28.089637
16,2,32,0.000887,0.000932
16,2,32,0.003848,0.00391
16,2,32,0.001102,0.001133
16,2,32,0.002296,0.002338
16,2,32,0.001454,0.001509
16,2,32,0.001556,0.001618
16,2,32,0.001559,0.001617
16,2,32,0.001548,0.001602
16,2,32,0.001475,0.00154
16,2,32,0.001474,0.001528
32,2,32,0.002053,0.002178
32,2,32,0.001905,0.002053
32,2,32,0.002005,0.002131
32,2,32,0.002769,0.002903
32,2,32,0.002367,0.002498
32,2,32,0.001725,0.00185
32,2,32,0.001684,0.001781
32,2,32,0.001369,0.001454
32,2,32,0.001383,0.001465
32,2,32,0.001259,0.001337
64,2,32,0.003333,0.003603
64,2,32,0.003216,0.003484
64,2,32,0.002624,0.002894
64,2,32,0.00372,0.003981
64,2,32,0.002738,0.003004
64,2,32,0.002577,0.00284
64,2,32,0.002694,0.002959
64,2,32,0.002674,0.002975
64,2,32,0.003125,0.003389
64,2,32,0.002674,0.002943
128,2,32,0.008853,0.00988
128,2,32,0.007607,0.008617
128,2,32,0.007189,0.008195
128,2,32,0.007772,0.008753
128,2,32,0.008064,0.009048
128,2,32,0.007556,0.008538
128,2,32,0.007393,0.008401
128,2,32,0.007912,0.008894
128,2,32,0.007768,0.008738
128,2,32,0.007904,0.00889
256,2,32,0.025976,0.029927
256,2,32,0.027487,0.031467
256,2,32,0.026969,0.030904
256,2,32,0.049408,0.057163
256,2,32,0.050499,0.057968
256,2,32,0.049396,0.05646
256,2,32,0.036561,0.043604
256,2,32,0.028857,0.032818
256,2,32,0.026251,0.030232
256,2,32,0.026895,0.030839
512,2,32,0.100028,0.115817
512,2,32,0.101478,0.117256
512,2,32,0.100812,0.116654
512,2,32,0.103135,0.118856
512,2,32,0.098393,0.114152
512,2,32,0.101129,0.116856
512,2,32,0.10458,0.120348
512,2,32,0.099544,0.115306
512,2,32,0.098972,0.114782
512,2,32,0.103693,0.119488
1024,2,32,0.381295,0.44432
1024,2,32,0.423051,0.487833
1024,2,32,0.389173,0.45323
1024,2,32,0.381233,0.444399
1024,2,32,0.391319,0.454389
1024,2,32,0.395329,0.460142
1024,2,32,0.38342,0.446549
1024,2,32,0.385339,0.448488
1024,2,32,0.393562,0.457266
1024,2,32,0.391486,0.454533
2048,2,32,1.516832,1.781938
2048,2,32,1.503399,1.755747
2048,2,32,1.499516,1.75796
2048,2,32,1.512769,1.765718
2048,2,32,1.517747,1.770527
2048,2,32,1.49486,1.748251
2048,2,32,1.497422,1.752544
2048,2,32,1.53388,1.786708
2048,2,32,1.518698,1.771135
2048,2,32,1.526798,1.78012
4096,2,32,6.110673,7.128379
4096,2,32,6.015483,7.021781
4096,2,32,6.079228,7.0856
4096,2,32,6.096838,7.100537
4096,2,32,6.005069,7.013379
4096,2,32,6.049372,7.057419
4096,2,32,6.077804,7.089298
4096,2,32,6.104083,7.110296
4096,2,32,5.971307,6.975205
4096,2,32,6.014916,7.023938
8192,2,32,23.815335,27.82649
8192,2,32,23.861258,27.870304
8192,2,32,24.057473,28.071581
8192,2,32,23.840259,27.851412
8192,2,32,23.849552,27.874394
8192,2,32,23.774794,27.781087
8192,2,32,24.140485,28.15378
8192,2,32,23.842397,27.849052
8192,2,32,23.815738,27.826905
8192,2,32,23.89192,27.899147
